@relation LibReaderClassificationProblem

@attribute userid string
@attribute username string
@attribute major string
@attribute college string
@attribute bookname string
@attribute author string
@attribute topic string
@attribute lang string
@attribute Class {人文科学,自然科学,社会科学,科学技术,其他}

@data
20100803102,username,法学（法律）,法学院,哈佛校长毕业演说辞,洛厄尔,演讲,chi,人文科学
20100803102,username,法学（法律）,法学院,唯一正确的时钟,法月纶太郎,短篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,在路上,凯鲁亚克,长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,城堡,'卡夫卡,',长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,城邦暴力团,'张大春,',长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,夏洛的网,怀特,童话,chi,人文科学
20100803102,username,法学（法律）,法学院,夏目漱石小说选,夏目漱石,长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,夜潜者,'渡边淳一,',长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,大麻的疯狂,施洛瑟,社会问题,chi,社会科学
20100803102,username,法学（法律）,法学院,女心理师,'毕淑敏,',长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,实用法语语法,阎雪梅,法语,chifre,人文科学
20100803102,username,法学（法律）,法学院,宪法基本理论,杨海坤,宪法,chi,社会科学
20100803102,username,法学（法律）,法学院,宪法学原理与案例教程,'胡锦光,',宪法,chi,社会科学
20100803102,username,法学（法律）,法学院,宽容,范隆,思想史,chi,人文科学
20100803102,username,法学（法律）,法学院,寂寞鸡尾酒,威克姆,长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,寻羊冒险记,'村上春树,',长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,小王子,圣埃克苏佩里,英语,chieng,人文科学
20100803102,username,法学（法律）,法学院,师德新论,杨贤金,教师,chi,社会科学
20100803102,username,法学（法律）,法学院,弗洛伊德文集,'弗洛伊德,','弗洛伊德,',chi,人文科学
20100803102,username,法学（法律）,法学院,德鲁克管理思想精粹,文征,德鲁克,chi,社会科学
20100803102,username,法学（法律）,法学院,怪诞行为学,艾瑞里,行为经济学,chi,社会科学
20100803102,username,法学（法律）,法学院,恩惠,莫里森,长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,我相信,富恩特斯,散文,chi,人文科学
20100803102,username,法学（法律）,法学院,房地产法,房绍坤,房地产法,chi,社会科学
20100803102,username,法学（法律）,法学院,打入三K党,'肯尼迪,斯蒂逊',恐怖集团,chi,社会科学
20100803102,username,法学（法律）,法学院,文学中的色情动机,'莫德尔,',文学评论,chi,人文科学
20100803102,username,法学（法律）,法学院,日本精彩推理小说选,李重民,推理小说,chi,人文科学
20100803102,username,法学（法律）,法学院,时尚女仪,杨惠卿,女性,chi,社会科学
20100803102,username,法学（法律）,法学院,星期六,麦克尤恩,长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,民商法司法适用新论,'王利明,',民法,chi,社会科学
20100803102,username,法学（法律）,法学院,法学学位论文写作方法,'梁慧星,',法学,chi,社会科学
20100803102,username,法学（法律）,法学院,法律文书写作教程,邓晓静,法律文书,chi,社会科学
20100803102,username,法学（法律）,法学院,法律的生命在于经验,霍姆斯,法学,chi,社会科学
20100803102,username,法学（法律）,法学院,法律英语教程,赵雁丽,法律,chieng,人文科学
20100803102,username,法学（法律）,法学院,法语,马晓宏,法语,chifre,人文科学
20100803102,username,法学（法律）,法学院,法语基本词汇,王吉会,法语,chifre,人文科学
20100803102,username,法学（法律）,法学院,法语语法渐进,曹德明,法语,chifre,人文科学
20100803102,username,法学（法律）,法学院,炼金术士,'科埃略,',长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,环境法新视野,'吕忠梅,',环境保护法,chi,社会科学
20100803102,username,法学（法律）,法学院,环境责任保险制度研究,贾爱玲,环境保护法,chi,社会科学
20100803102,username,法学（法律）,法学院,现代法语应用语法,刘凤祥,法语,chifre,人文科学
20100803102,username,法学（法律）,法学院,看见未来,苏言,未来学,chi,社会科学
20100803102,username,法学（法律）,法学院,破土,李布斯金,社会生活,chi,科学技术
20100803102,username,法学（法律）,法学院,管理,'德鲁克,',管理学,chi,社会科学
20100803102,username,法学（法律）,法学院,管理学基础,汪洁,管理学,chi,社会科学
20100803102,username,法学（法律）,法学院,红处方,毕淑敏,长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,纳兰性德词选,'纳兰性德,',词(文学),chi,人文科学
20100803102,username,法学（法律）,法学院,美国法律英语,李,法律,engchi,人文科学
20100803102,username,法学（法律）,法学院,老人与海,海明威,英语,chieng,人文科学
20100803102,username,法学（法律）,法学院,职业生涯管理,'格林豪斯,',职业选择,chi,社会科学
20100803102,username,法学（法律）,法学院,舞!舞!舞!,'村上春树,',长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,'色, 戒','张爱玲,',短篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,英国散文经典,陆钰明,散文,chieng,人文科学
20100803102,username,法学（法律）,法学院,蛤蟆的油,'黑泽明,',自传体小说,chi,人文科学
20100803102,username,法学（法律）,法学院,论诱惑,博德里亚尔,博德里亚尔,chi,人文科学
20100803102,username,法学（法律）,法学院,设计宪法,法兰德,宪法,chi,社会科学
20100803102,username,法学（法律）,法学院,语言的突破,卡内基,演讲学,chi,人文科学
20100803102,username,法学（法律）,法学院,邮差总按两遍铃,凯恩,中篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,隐之书,拜雅特,长篇小说,chi,人文科学
20100803102,username,法学（法律）,法学院,雷蒙·阿隆回忆录,阿龙,阿龙,chi,人文科学
20100803102,username,法学（法律）,法学院,霍姆斯读本,霍姆斯,法学,chi,社会科学
20100803102,username,法学（法律）,法学院,马克思主义文论,江守义,马克思主义,chi,人文科学
20100803102,username,法学（法律）,法学院,高等学校教师职业道德概论,钱焕琦,高等学校,chi,社会科学
20100803102,username,法学（法律）,法学院,高难度谈话,斯通,人际关系学,chi,社会科学
20100803117,username,法学（法律）,法学院,万历十五年,黄仁宇,史料,chi,人文科学
20100803117,username,法学（法律）,法学院,中华人民共和国物权法释义,胡康生,物权法,chi,社会科学
20100803117,username,法学（法律）,法学院,中国历史研究法,钱穆,历史,chi,人文科学
20100803117,username,法学（法律）,法学院,中国古代性文化,刘达临,性,chi,社会科学
20100803117,username,法学（法律）,法学院,中国大历史,黄仁宇,史评,chi,人文科学
20100803117,username,法学（法律）,法学院,中国文化史导论,钱穆,文化史,chi,人文科学
20100803117,username,法学（法律）,法学院,中国通史,'吕思勉,',中国历史,chi,人文科学
20100803117,username,法学（法律）,法学院,乡土中国,'费孝通,',农村社会学,chi,社会科学
20100803117,username,法学（法律）,法学院,人大法律评论,中国人民大学,法律,chi,社会科学
20100803117,username,法学（法律）,法学院,兄弟连,安布罗斯,长篇小说,chi,人文科学
20100803117,username,法学（法律）,法学院,国际私法,章尚锦,国际私法,chi,社会科学
20100803117,username,法学（法律）,法学院,國史新論,'钱穆,',中国历史,chi,人文科学
20100803117,username,法学（法律）,法学院,在人大法学院听讲座,<BR>,法学,chi,社会科学
20100803117,username,法学（法律）,法学院,在路上,谢长宇,律师,chi,社会科学
20100803117,username,法学（法律）,法学院,德川家康,'山冈庄八,',长篇历史小说,chi,人文科学
20100803117,username,法学（法律）,法学院,房地产法研究,李延荣,房地产,chi,社会科学
20100803117,username,法学（法律）,法学院,房地产管理法,李延荣,房地产,chi,社会科学
20100803117,username,法学（法律）,法学院,星球大战,黄勇,长篇小说,chi,人文科学
20100803117,username,法学（法律）,法学院,最新英汉情报辞典,刘君祖,百科词典,chieng,人文科学
20100803117,username,法学（法律）,法学院,法律文书写作,陈卫东,法律文书,chi,社会科学
20100803117,username,法学（法律）,法学院,法律文书教程,周道鸾,法律文书,chi,社会科学
20100803117,username,法学（法律）,法学院,法律文书格式及实例点评,周道鸾,法律文书,chi,社会科学
20100803117,username,法学（法律）,法学院,父辈的旗帜,'布拉德利,',长篇小说,chi,人文科学
20100803117,username,法学（法律）,法学院,物权法案例教程,关涛,物权法,chi,社会科学
20100803117,username,法学（法律）,法学院,物权法案例选编,杨兴,物权法,chi,社会科学
20100803117,username,法学（法律）,法学院,瓦尔登湖,'梭罗,',散文,chi,人文科学
20100803117,username,法学（法律）,法学院,疑难案件诉讼历程,'邬华良,',诉讼法,chi,社会科学
20100803117,username,法学（法律）,法学院,血战太平洋,安布罗斯,纪实小说,chi,人文科学
20100803117,username,法学（法律）,法学院,论法的精神,孟德斯鸠,自然法学派,chieng,人文科学
20100803117,username,法学（法律）,法学院,金融法学,'岳彩申,',金融法,chi,社会科学
20100803117,username,法学（法律）,法学院,金融法学,'王煜宇,',金融法,chi,社会科学
20100803117,username,法学（法律）,法学院,错把妻子当帽子,萨克斯,长篇小说,chi,人文科学
20100803117,username,法学（法律）,法学院,麦田守望者,'Salinger,',英语,chieng,人文科学
20100803123,username,法学（法律）,法学院,一一风荷举,张晓风,散文集,chi,人文科学
20100803123,username,法学（法律）,法学院,一个人私奔,王迪诗,随笔,chi,人文科学
20100803123,username,法学（法律）,法学院,一个复杂故事,亦舒,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,一厘米微蓝,张悦然,散文,chi,人文科学
20100803123,username,法学（法律）,法学院,一生一次的花开,连谏,散文,chi,人文科学
20100803123,username,法学（法律）,法学院,万水千山走遍,'三毛,',散文,chi,人文科学
20100803123,username,法学（法律）,法学院,世界著名疑案破案密码,朱博,案例,chi,社会科学
20100803123,username,法学（法律）,法学院,中国古代文学中的同性恋书写研究,'施晔,',古典文学,chi,人文科学
20100803123,username,法学（法律）,法学院,中国宪法年刊,张庆福,null,chi,自然科学
20100803123,username,法学（法律）,法学院,乐未央,亦舒,散文,chi,人文科学
20100803123,username,法学（法律）,法学院,二三事,安妮宝贝,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,人情似纸,'刘心武,',散文,chi,人文科学
20100803123,username,法学（法律）,法学院,休谟散文集,休谟,社会科学,chi,社会科学
20100803123,username,法学（法律）,法学院,伤城记,'亦舒,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,似水流年,'张恨水,',章回小说,chi,人文科学
20100803123,username,法学（法律）,法学院,傲慢与偏见,'奥斯汀,',英语,chieng,人文科学
20100803123,username,法学（法律）,法学院,再不相爱就老了,吴虹飞,随笔,chi,人文科学
20100803123,username,法学（法律）,法学院,刑事诉讼法,龙宗智,刑事诉讼法,chi,社会科学
20100803123,username,法学（法律）,法学院,刑法学各论案例教程,初炳东,刑法,chi,社会科学
20100803123,username,法学（法律）,法学院,初见人间芙蓉色,周语,女性,chi,人文科学
20100803123,username,法学（法律）,法学院,十年忽悠,艾米,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,千江有水千江月,'萧丽红,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,半支烟的爱情,林夕,散文,chi,人文科学
20100803123,username,法学（法律）,法学院,'去, 你的旅行',夏天鸿,随笔,chi,人文科学
20100803123,username,法学（法律）,法学院,双城记,'狄更斯,',英语,engchi,人文科学
20100803123,username,法学（法律）,法学院,古都,'川端康成,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,司法审判民主化研究,'张永泉,',审判,chi,社会科学
20100803123,username,法学（法律）,法学院,启蒙时代,'王安忆,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,咖啡·时光,'张克,',散文集,chi,人文科学
20100803123,username,法学（法律）,法学院,圆舞,'亦舒,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,在小吃店遇见凯恩斯,柳泰宪,经济学,chi,社会科学
20100803123,username,法学（法律）,法学院,在路上,凯鲁亚克,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,外滩18号,右耳,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,天际游丝,'曹文轩,',短篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,妞妞,周国平,随笔,chi,人文科学
20100803123,username,法学（法律）,法学院,妻妾成群,'苏童,',中篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,孔雀森林,'蔡智恒,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,学习宪法专辑,周叶中,中华人民共和国宪法,chi,社会科学
20100803123,username,法学（法律）,法学院,实习律师和孙子兵法,凯万,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,宪法,元照法律研究室,宪法,chi,社会科学
20100803123,username,法学（法律）,法学院,宪法经典判例导读,张千帆,宪法,chi,社会科学
20100803123,username,法学（法律）,法学院,寂寞烟花梦一朵,'陆小曼,',文学,chi,人文科学
20100803123,username,法学（法律）,法学院,尘埃落定,阿来,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,岁月神偷,罗启锐,散文集,chi,人文科学
20100803123,username,法学（法律）,法学院,左手如来右手基督,尼采,佛教,chi,人文科学
20100803123,username,法学（法律）,法学院,巫言,'朱天文,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,废都,'贾平凹,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,建筑物区分所有权,'陈鑫,',建筑物,chi,社会科学
20100803123,username,法学（法律）,法学院,彼得·潘,'巴里,',童话,chieng,人文科学
20100803123,username,法学（法律）,法学院,徒步·加德满都到拉萨,曾哲,随笔,chi,人文科学
20100803123,username,法学（法律）,法学院,德国,艾沃里,旅游指南,chi,人文科学
20100803123,username,法学（法律）,法学院,心安即是家,素素,散文,chi,人文科学
20100803123,username,法学（法律）,法学院,恋恋笔记本,斯帕克思,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,惜春纪,安意如,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,我的FBI生涯,弗里,弗里,chi,人文科学
20100803123,username,法学（法律）,法学院,拥抱,张小娴,散文集,chi,人文科学
20100803123,username,法学（法律）,法学院,撒哈拉的故事,'三毛,',散文,chi,人文科学
20100803123,username,法学（法律）,法学院,日本人的缩小意识,'李御宁,',民族性,chi,社会科学
20100803123,username,法学（法律）,法学院,最新公司法解读,顾功耘,公司法,chi,社会科学
20100803123,username,法学（法律）,法学院,有一种爱谁敢言说,无处可逃,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,服务合同案例评析,梁东,服务业,chi,社会科学
20100803123,username,法学（法律）,法学院,朗读者,施林克,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,朝九晚五,沈鱼,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,毒,'韩寒,',杂文,chi,人文科学
20100803123,username,法学（法律）,法学院,民事诉讼法,江伟,民事诉讼法,chi,社会科学
20100803123,username,法学（法律）,法学院,水仙已乘鲤鱼去,张悦然,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,沙漏,梅特林克,散文,chi,人文科学
20100803123,username,法学（法律）,法学院,河岸,苏童,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,法律人，你为什么不争气？,陈长文,法律,chi,社会科学
20100803123,username,法学（法律）,法学院,法律逻辑学案例教程,王洪,法律逻辑学,chi,社会科学
20100803123,username,法学（法律）,法学院,活着,'余华,',中篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,流浪集,'舒国治,',散文,chi,人文科学
20100803123,username,法学（法律）,法学院,烟雨秦淮,叶兆言,随笔,chi,人文科学
20100803123,username,法学（法律）,法学院,燕尾蝶,'岩井俊二,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,爱上你的忧郁,皓皓,游记,chi,人文科学
20100803123,username,法学（法律）,法学院,爱尔兰咖啡,蔡智恒,中篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,物权法,'梁慧星,',中华人民共和国物权法,chi,社会科学
20100803123,username,法学（法律）,法学院,物权法以案说法,申卫星,物权法,chi,社会科学
20100803123,username,法学（法律）,法学院,物证技术学,徐立根,司法鉴定,chi,社会科学
20100803123,username,法学（法律）,法学院,生死桥,李碧华,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,生活在别处,昆德拉,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,电光幻影,亦舒,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,白鹿原,'陈忠实,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,石榴图,亦舒,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,福尔摩斯探案全集,柯南道尔,侦探小说,chi,人文科学
20100803123,username,法学（法律）,法学院,等一个人咖啡,九把刀,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,红粉世家,西门,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,纳兰性德集,'纳兰性德,','词 (文学)',chi,人文科学
20100803123,username,法学（法律）,法学院,经济法案例法规选编,顾功耘,经济法,chi,社会科学
20100803123,username,法学（法律）,法学院,美国宪法评注,斯托里,宪法,chi,社会科学
20100803123,username,法学（法律）,法学院,花凋,'张爱玲,',短篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,草房子,曹文轩,儿童文学,chi,人文科学
20100803123,username,法学（法律）,法学院,誓鸟,张悦然,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,许霆案深层解读,'谢望原,',刑事犯罪,chi,社会科学
20100803123,username,法学（法律）,法学院,证据法学,'樊崇义,',证据,chi,社会科学
20100803123,username,法学（法律）,法学院,跟随一位少女穿过城市,胡凌云,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,踮脚张望的时光,寂地,null,chi,自然科学
20100803123,username,法学（法律）,法学院,达·芬奇密码,布朗,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,长恨歌,'王安忆,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,陌上云暮迟迟归,安以陌,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,陌上花开缓缓归,安意如,散文,chi,人文科学
20100803123,username,法学（法律）,法学院,陪审制度的民主问题辨析,'张志伟,',陪审制度,chi,社会科学
20100803123,username,法学（法律）,法学院,雨季不再来,'三毛,',散文,chi,人文科学
20100803123,username,法学（法律）,法学院,雪国·古都,川端康成,中篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,青铜时代,'王小波,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,首席女法医,康薇尔,长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,黄石的孩子,'玛克麦勒斯,',长篇小说,chi,人文科学
20100803123,username,法学（法律）,法学院,黄罂粟,'张抗抗,',中篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,24重人格,韦斯特,纪实文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,SPSS统计分析,王苏斌,统计分析,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,WTO与中国企业国际化,鲁桐,经济一体化,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,《民事诉讼法》配套教学案例分析,江伟,民法诉讼法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,一个战地记者巴以冲突亲历,'杜震,',报告文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,三个火枪手,大仲马,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,世无定事,谢尔顿,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,中华人民共和国税收征收管理法实施细则释义,国务院法制办财政金融司,税收管理,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,中国兄弟连,'杨昭仁,',报告文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,中国女子监狱调查手记,孙晶岩,报告文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,中国畜产食品质量安全问题研究,'王可山,',畜产品,chi,科学技术
20100803228,username,法学（国际经济法）,法学院,丽赛的故事,金,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,产品质量200问,蒋飞云,产品质量法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,人力资源管理概论,赵应文,劳动力资源,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,人妖,'郁达夫,',短篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,人性的污秽,'罗思,',长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,人性论,休姆,人性论,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,人生的智慧,叔本华,叔本华,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,今日管理学,罗宾斯,管理学,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,今日说法故事精选,王新中,电视节目,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,他人就是地狱,'萨特,','萨特,',chi,人文科学
20100803228,username,法学（国际经济法）,法学院,传唤,'格里森姆,',长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,供应链管理,李令遐,物资供应,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,假如明天来临,谢尔登,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,公共关系概论,王伟娅,公共关系学,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,公关与商务礼仪,王水华,公共关系学,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,公务员笔记,王晓方,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,刑事诉讼法,元照法律研究室,刑事诉讼法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,剑桥辩士,林正,律师,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,午夜的另一面,'谢尔登,',长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,午夜的回忆,'谢尔登,',长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,反垄断法视野中的价格竞争,吴伟达,反垄断法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,命运之星,谢尔登,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,哈佛幸福课,蒋欣然,幸福,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,唐朝那些事儿,'钓雪人,',古代史,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,回忆波德莱尔,戈蒂耶,随笔,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,国企,'周建新,',长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,国际服务贸易,'韩玉军,',国际贸易,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,国际服务贸易新编,罗吉文,国际贸易,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,国际法,卡塞塞,国际法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,国际私法,沃尔夫,国际私法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,国际贸易,'朱廷珺,',国际贸易,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,国际贸易,芬斯特拉,国际贸易,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,国际金融法,李仁真,国际经济法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,基督山伯爵,大仲马,英语,chieng,人文科学
20100803228,username,法学（国际经济法）,法学院,'大明王朝 1566',刘和平,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,安妮日记,'弗兰克,',日记,engchi,人文科学
20100803228,username,法学（国际经济法）,法学院,密室,博姆,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,小公主,伯内特,英语,chieng,人文科学
20100803228,username,法学（国际经济法）,法学院,尸骨袋,'金,',恐怖小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,局中局,吴云艳,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,市场营销原理,科特勒,null,chi,自然科学
20100803228,username,法学（国际经济法）,法学院,彩色美国史,温斯坦,美国,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,彼得堡故事,果戈理,小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,心理学大师的爱情与爱情心理学,'熊哲宏,',名人,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,忏悔录,奥古斯丁,奥古斯丁,chieng,人文科学
20100803228,username,法学（国际经济法）,法学院,性侵犯的历史,维加莱洛,'性 - 犯罪学',chi,社会科学
20100803228,username,法学（国际经济法）,法学院,怨女,张爱玲,中篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,我国农副产品批发市场发展战略和流通领域食品安全准入体系研究,刘惠,农副产品,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,我国平等权违宪审查的理论、制度和未来,马存利,宪法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,我妹妹与我,尼采,'尼采,',chi,人文科学
20100803228,username,法学（国际经济法）,法学院,我的灵魂骑在纸背上,三毛,散文,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,'押沙龙, 押沙龙!',福克纳,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,新版以案说法,江伟,法律,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,时间之沙,'谢尔登,',长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,暗访十年,李幺傻,报告文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,根,哈里,null,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,死刑备忘录,'陈兴良,',死刑,chijpneng,社会科学
20100803228,username,法学（国际经济法）,法学院,死孩子之歌,利特,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,毁约,'卡伦伯格,',报告文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,民事诉讼司法解释理解与适用,沈德咏,民事诉讼法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,民事诉讼法一本通,孙邦清,民事诉讼法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,没有悲伤的城市,艾拉尼,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,法庭之王,林正,律师,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,消费纠纷处理依据小全书,<BR>,消费者权益,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,消费者权益法律通,江列华,消费者权益,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,渴望激情,皮皮,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,滥用与规制,文学国,反托拉斯法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,漫话瑞士,'李元馥,',文化史,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,灭顶之灾,谢尔登,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,牢墙内的巴勒斯坦,卡特,巴勒斯坦问题,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,物权法,'梁慧星,',中华人民共和国物权法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,物流学,'李松庆,',物流,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,犯罪一线,康奈利,纪实文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,犯罪心理学,罗大华,司法心理学,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,税法,艾华,税法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,管理学,'罗宾斯,斯蒂芬·P',管理学,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,织田信长,'山冈庄八,',长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,罪与罚,陀思妥耶夫斯基,长篇小说,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,美国女子监狱纪实,刘於蓉,报告文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,美国经典案例解析,朱伟一,审判,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,美国证据规则,刘晓丹,诉讼法,chi,社会科学
20100803228,username,法学（国际经济法）,法学院,苏曼殊作品精选,'苏曼殊,',文学,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,英国,<BR>,英国,chi,人文科学
20100803228,username,法学（国际经济法）,法学院,英国童话,雅各布斯,童话,chi,人文科学
