@relation LibReaderClassificationProblem

@attribute userid string
@attribute username string
@attribute major string
@attribute college string
@attribute bookname string
@attribute author string
@attribute topic string
@attribute lang string
@attribute Class {人文科学,自然科学,社会科学,科学技术,其他}

@data
20100301188,username,国际商务（全英教学）,国际商务英语学院,山外一座山,'沈从文,',散文集,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,岁月神偷,罗启锐,散文集,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,市场营销原理,科特勒,null,chi,自然科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,幸运儿,几米,null,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,张晓风经典作品,'张晓风,',文学,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,张道真实用英语语法,张道真,英语,chieng,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,情人书,张嘉佳,长篇小说,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,我们仨,'杨绛,','杨绛,',chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,我只能为你画一张小卡片,幾米,组画,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,我的心中每天开出一朵花,幾米,组画,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,新手学做网站,九州书源,网页制作工具,chi,科学技术
20100301188,username,国际商务（全英教学）,国际商务英语学院,杂忆与杂写,'杨绛,',散文,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,杰克·韦尔奇自传,韦尔奇,韦尔奇,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,欢喜,冯唐,长篇小说,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,海底捞你学不会,'黄铁鹰,',企业管理,chi,社会科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,海底捞能捞多久,陈禹安,饮食业,chi,社会科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,满意度的价值,'艾伦,',企业管理,chi,社会科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,点燃一根小蜡烛,里斯纳尔,成功心理学,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,照相本子,幾米,组画,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,爱你就像爱生命,'王小波,',书信集,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,父后七日,'刘梓洁,',散文,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,狂走日本,'毛丹青,',散文,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,经典英文电影赏析,李兵绒,英语,chieng,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,给理想一点时间,李志题,随笔,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,蝇王,戈尔丁,长篇小说,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,行走台湾,蒋勋,散文集,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,被时光掩埋的秘密,桐华,言情小说,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,设计就在你身边,王绍强,城市规划,chi,科学技术
20100301188,username,国际商务（全英教学）,国际商务英语学院,走到人生边上,杨绛,随笔,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,那些回不去的年少时光,桐华,长篇小说,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,'醒来, 在地球的一个角落',黄丽如,游记,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,'阿嬷, 我回来了',陈升,散文,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,陆上行舟,杨晓春,游记,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,陌上花开缓缓归,安意如,散文,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,陪安东尼度过漫长岁月,安东尼,null,chi,自然科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,雏菊人生,'吉本芭娜娜,',长篇小说,chi,人文科学
20100301188,username,国际商务（全英教学）,国际商务英语学院,须臾,'落落,',随笔,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,'American dream, American nightmare :','Hume, Kathryn,',null,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,'Beyond feelings :','Ruggiero, Vincent Ryan.',null,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,'Life of Pi','Martel, Yann',null,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,'Management information systems =','McLeod, Raymond.',null,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,'Tale of two summers /','Sloan, Brian.',null,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,'The great Gatsby','Fitzgerald, F. Scott',null,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,'The valley of fear',柯南道尔,侦探小说,eng,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,一地鸡毛,'刘震云,',null,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,一辈子够用的英语万用单词20000,李文昊,英语,chieng,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,不再拖拉,'莱夫利,',习惯,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,仙人指路,徐小平,杂文,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,会计学,迈格斯,企业,chi,社会科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,压伤的芦苇,'余杰,',文学评论,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,国际贸易理论与实务,张建辉,国际贸易,chi,社会科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,嫉妒之研究,柯云路,长篇小说,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,实践7个习惯,'科维,',成功心理学,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,尽管去做,'艾伦,',工作,chi,社会科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,山居笔记,余秋雨,散文,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,微积分习题课教程,李勇,微积分,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,恐惧的哲学,斯文森,恐惧,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,我为什么不要应届毕业生,宋三弦,大学生,chi,社会科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,我叫刘跃进,刘震云,长篇小说,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,我的奋斗,罗永浩,成功心理,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,战胜拖拉,菲奥里,习性,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,批评中医,'方舟子,',中医学,chi,科学技术
20100301189,username,国际商务（全英教学）,国际商务英语学院,挺立在孤独、失败与屈辱的废墟上,俞敏洪,成功心理学,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,新编剑桥商务英语口语模拟考场,姜钧,商务,chieng,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,方与圆,丁远峙,个人修养,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,方与圆2,丁远峙,自我评价,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,方舟子带你走近科学,'方舟子,',科学知识,chi,其他
20100301189,username,国际商务（全英教学）,国际商务英语学院,暗算,'麦家,',长篇小说,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,'杰克·伦敦小说作品选集 /','London, Jack,',null,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,河岸,苏童,长篇小说,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,烟火人间,'颜元叔,',散文集,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,热爱生命,杰克·伦敦,英语,engchi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,爱因斯坦信上帝吗?,'方舟子,',自然科学史,chi,自然科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,相约星期二,'阿尔博姆,',人生哲学,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,精神明亮的人,王开岭,散文,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,组织行为学,罗宾斯,组织行为学,chi,社会科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,考拉小巫的英语学习日记,考拉小巫,英语,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,致我们终将逝去的青春,辛夷坞,长篇小说,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,被劫持的私生活,肉唐僧,性社会学研究,chi,社会科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,认,'昆德拉,',长篇小说,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,财务会计学,程明娥,财务会计,chi,社会科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,赖世雄经典语法,赖世雄,英语,chieng,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,赴宴者,'严歌苓,',长篇小说,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,身份,昆德拉,长篇小说,chi,人文科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,这些道理没有人告诉过你,杨萃先,职业选择,chi,社会科学
20100301189,username,国际商务（全英教学）,国际商务英语学院,霜冷长河,余秋雨,散文,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,'Aventura joven /','Sancho, Elvira.',null,chi,自然科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,'Dreamweaver CS3 网页设计与网站建设完全攻略篇',余晓浩,'网页制作工具, Dreamweaver CS3',chi,科学技术
20100301190,username,国际商务（全英教学）,国际商务英语学院,'Dreamweaver CS3中文版从新手到高手',杨敏,网页制作工具,chi,科学技术
20100301190,username,国际商务（全英教学）,国际商务英语学院,'Dreamweaver CS4网页制作入门、进阶与提高',卓越科技,网页,chi,科学技术
20100301190,username,国际商务（全英教学）,国际商务英语学院,'Photoshop CS4图像处理与应用从入门到精通',文杰书院,图象处理,chi,科学技术
20100301190,username,国际商务（全英教学）,国际商务英语学院,'Photoshop CS4数码照片处理',雷波,图象处理,chi,科学技术
20100301190,username,国际商务（全英教学）,国际商务英语学院,不抱怨的世界,鲍恩,人生哲学,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,世上另一个我,佩卡宁,长篇小说,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,中级会计学,斯派斯兰德,会计学,chi,社会科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,从零开始,王君学,'网页制作工具, Dreamweaver CS5',chi,科学技术
20100301190,username,国际商务（全英教学）,国际商务英语学院,会计学,迈格斯,企业,chi,社会科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,例解商务统计学,Sincich,商业统计学,chi,社会科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,审计学,阿伦斯,审计学,chi,社会科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,市场营销原理,科特勒,null,chi,自然科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,思无邪,安意如,诗经,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,杜拉拉升职的N个秘诀,张宇,成功心理学,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,杰克·韦尔奇自传,韦尔奇,韦尔奇,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,民主的细节,刘瑜,政治,chi,社会科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,民主的细节,'刘瑜,',政治,chi,社会科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,爱上咖啡,林莹,咖啡,chi,科学技术
20100301190,username,国际商务（全英教学）,国际商务英语学院,米字旗下的国度,'叶永烈,',游记,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,致我们终将逝去的青春,辛夷坞,长篇小说,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,蝇王,戈尔丁,长篇小说,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,蝴蝶过期居留,张小娴,中篇小说,chi,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,西班牙人天天说的话,邓宇婷,西班牙语,chispa,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,走遍西班牙,马丁内斯,西班牙语,chispa,人文科学
20100301190,username,国际商务（全英教学）,国际商务英语学院,这就是韩国,'叶永烈,',游记(文学),chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,'',克鲁格曼,经济,chi,社会科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,Dracula,斯托克,英语,eng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,'Sensible approach to IELTS speaking','马克里,',英语,eng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,'Strategic management /','Dess, Gregory G.',null,chi,自然科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,一九八四,奥威尔,长篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,不朽,昆德拉,长篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,与自己的生命对话,帕尔默,人生哲学,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,世纪大讲堂精粹版,王桂山,社会科学,chi,其他
20100301191,username,国际商务（全英教学）,国际商务英语学院,为何不分手,'渡边淳一,',长篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,伊豆的舞女,'川端康成,',中篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,光与影,'渡边淳一,',短篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,刘心武散文随笔,'刘心武,',散文,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,剑桥雅思考试题型透析,'杰克曼,',英语,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,卢峭梅讲雅思听力机经,卢峭梅,英语,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,商务英语综合教程1&2教学参考书,林洁,商务,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,垂直之旅,马塔斯,长篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,夜潜者,'渡边淳一,',长篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,好笑的爱,昆德拉,短篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,孙子兵法与竞争优势,李建中,孙子兵法,chi,社会科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,弗洛伊德谈本能与成功,弗洛伊德,弗洛伊德,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,德鲁克黄金笔记,詹文明,企业管理,chi,社会科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,手把手教你申请美国商科名校硕士,张旭,留学教育,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,无知,昆德拉,长篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,最新雅思考试(IELTS)阅读指南,Blumer,英语,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,生命中不能承受之轻,昆德拉,长篇小说,chi,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,管理案例精选,余凯成,企业管理,chi,社会科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,组织行为学精要,'罗宾斯,',组织行为学,chi,社会科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,美国大学入学申请文书写作,'司图尔德,',留学生教育,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,胡适讲国学,胡适,国学,chi,其他
20100301191,username,国际商务（全英教学）,国际商务英语学院,说服力,赫斯基思,人间交往,chi,社会科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,跟雅思考官练写作,'马克里,',英语,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,雅思考试(IELTS)语音语调强化,'杜安,',英语,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,雅思词汇,凤飞龙,英语,chieng,人文科学
20100301191,username,国际商务（全英教学）,国际商务英语学院,雅思阅读真经,刘洪波,英语,chieng,人文科学
20100301192,username,国际商务（全英教学）,国际商务英语学院,新概念英语练习详解,孙玉荣,英语,chieng,人文科学
20100301192,username,国际商务（全英教学）,国际商务英语学院,简·爱,勃朗特,英语,engchi,人文科学
20100301192,username,国际商务（全英教学）,国际商务英语学院,艺妓,沈中琦,歌舞妓,chi,社会科学
20100301192,username,国际商务（全英教学）,国际商务英语学院,莎士比亚四大悲剧,莎士比亚,悲剧,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,80后幸福财女理财经,宋智燕,女性,chi,科学技术
20100301193,username,国际商务（全英教学）,国际商务英语学院,'Pride and prejudice /','Austen, Jane,',null,chi,自然科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,一个女人的成熟,薇薇夫人,女性,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,剑桥BEC真题集,剑桥大学考试委员会,商务,eng,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,剑桥商务英语高级词汇精选,冯伟哲,英语,chieng,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,力量,拜恩,成功心理,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,史蒂夫·乔布斯传,艾萨克森,'乔布斯,',chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,商务专业英语基础,格莱斯皮,商务,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,商务英语综合教程1&2教学参考书,林洁,商务,chieng,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,商务英语综合教程3&4教学参考书,张婷婷,商务,chieng,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,国际贸易实务,黎孝先,国际贸易,chi,社会科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,大学英语写作常用句型,蔡基刚,英语,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,如鱼得水记单词,茅风华,英语,chieng,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,宏观经济学,'曼昆,',宏观经济学,chi,社会科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,富爸爸穷爸爸,清崎,家庭,chi,社会科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,寻觅法国,卢因诚,游记,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,市场营销原理,科特勒,null,chi,自然科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,幸福的方法,本-沙哈尔,幸福,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,幸福超越完美,本-沙哈尔,幸福,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,形象决定未来,李昀,个人,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,拖延心理学,博克,心理学,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,新编英语实用语法,张道真,英语,chieng,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,时间机器,韦尔斯,英语,chieng,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,法国,贝莱,导游,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,潜规则,吴思,随笔,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,相逢,张小娴,散文集,chi,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,英语专业4级写作,张艳莉,大学英语水平考试,chieng,人文科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,薄冰点通大学英语语法,薄冰,null,chi,自然科学
20100301193,username,国际商务（全英教学）,国际商务英语学院,'读大学, 怎么读',长安遥遥,成功心理学,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,会计学,'安东尼,',会计学,chi,社会科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,勇敢抉择,菲奥里纳,菲奥莉娜,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,北大清华学生最爱读的成功励志故事,'于雷,',成功心理,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,卓越营销,伯基特,市场营销学,chi,社会科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,双城记,'狄更斯,',英语,engchi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,唐浩明评点曾国藩家书,唐浩明,曾国藩,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,审计学,阿伦斯,审计学,chi,社会科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,广东外语外贸大学2007届本科生优秀毕业论文(设计)选编,广东外语外贸大学教务处,毕业论文,chieng,社会科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,张爱玲文萃,'张爱玲,',文学,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,影响力,西奥迪尼,心理影响,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,曾国藩,唐浩明,曾国藩,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,曾国藩传,何国松,曾国藩,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,民主是个好东西,俞可平,政治,chi,社会科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,苹果CEO斯蒂芬·乔布斯的脑子在想什么,杨艾祥,乔布斯,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,身份认同与华文文学研究,朱立立,中国文学,chi,人文科学
20100301194,username,国际商务（全英教学）,国际商务英语学院,重新认识你自己,克利希那穆尔提,哲学思想,chi,人文科学
20100301195,username,国际商务（全英教学）,国际商务英语学院,PHP项目开发全程实录,张仿彦,PHP语言,chi,科学技术
20100301195,username,国际商务（全英教学）,国际商务英语学院,创业一代,奥康奈尔,企业家,chi,人文科学
20100301195,username,国际商务（全英教学）,国际商务英语学院,创业去!,约翰逊,约翰逊,chi,人文科学
20100301195,username,国际商务（全英教学）,国际商务英语学院,向宝洁学什么?,'王磊,',日用化学品,chi,社会科学
20100301195,username,国际商务（全英教学）,国际商务英语学院,四步创业法,布兰克,企业管理,chi,社会科学
20100301195,username,国际商务（全英教学）,国际商务英语学院,杰克·韦尔奇自传,韦尔奇,韦尔奇,chi,人文科学
20100301195,username,国际商务（全英教学）,国际商务英语学院,赢的答案,韦尔奇,'通用电气公司 (美国)',chi,社会科学
20100301195,username,国际商务（全英教学）,国际商务英语学院,面试宝典,王丽平,招聘,chi,社会科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,2007“CCTV杯”全国英语演讲大赛,中国中央电视台,英语,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'Human resource management /','Dessler, Gary,',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'Letting go of the person you used to be :','Das, Surya.',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'Photoshop CS4完全征服手册',新知互动,'图形软件, Photoshop CS4',chi,科学技术
20100301242,username,国际商务（全英教学）,国际商务英语学院,'PowerPoint 2007应用大全',拉特利奇,'图形软件, PowerPoint 2007',chi,科学技术
20100301242,username,国际商务（全英教学）,国际商务英语学院,'Queen Elizabeth II :','Bradford, Sarah,',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'Sherlock Holmes :','Doyle, Arthur Conan,',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'The art of public speaking /','Lucas, Stephen E.',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'The choice /','Sparks, Nicholas.',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'The quick & easy way to effective speaking /','Carnegie, Dale,',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'The rescue /','Sparks, Nicholas.',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'Untold story :','Ali, Monica,',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'Wanted :','Shepard, Sara,',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,一本书搞懂英国文学,朱虹,英国文学,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'下一站, 成功','刘墉,',null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,不可不知的1000个法律常识,徐宪江,法律,chi,社会科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,与未来同行,'李开复,',社会科学,chi,社会科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,世界经典爱情小说,董兴文,言情小说,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,中国金融发展报告,李扬,金融业,chi,社会科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,中国金融安全报告,涂殷康,金融,chi,社会科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,人间词话,'王国维,',词语（文学）,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,'你, 需要自信',赛尔,成功心理学,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,你的生活在你的皮夹里,侯毅凌,英语,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,偏见·旅行,侯毅凌,null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,公司法,'范健,',公司法,chi,社会科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,六世达赖情歌,'仓央嘉措,',藏族,chitib,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,剑桥雅思词汇专讲,郑瑶菲,英语,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,务虚笔记,'史铁生,',长篇小说,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,吕叔湘译文三种,吕叔湘,null,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,商务口语大全,浩瀚,商务,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,国外人物钢笔画技法,柴海利,钢笔画,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,国际商务合同起草与翻译,胡庚申,国际贸易,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,外国文学名著导读,刁纯志,文学评论,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,夜莺与玫瑰,王尔德,英语,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,大学生实用口才与演讲,李兴军,口才学,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,实用法语语法,阎雪梅,法语,chifre,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,寻找香巴拉,侯毅凌,null,chi,自然科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,影响你一生的北大演讲,江涛,演讲,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,心灵指南,'刘墉,',书信集,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,攀上心中的巅峰,'刘墉,',散文,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,教你如何掌握汉译英技巧,陈文伯,英语,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,新概念英语口语宝典,梅雪,英语,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,新概念英语自学导读,孙玉荣,英语,chieng,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,无用之学,'周国平,',散文集,chi,人文科学
20100301242,username,国际商务（全英教学）,国际商务英语学院,朗文英语学术高频词汇,施米特,英语,engchi,人文科学
